,rownames,emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
1059,1060,registered dietitian,2.0,TX,RENT,66800.0,Source Verified,14.48,,,,0,24.0,2008,0,21,3,97530,88235,0,0,,0,785,2,0,,3,0.0,0,1,6000,7,1,1,0,95.0,0,0,major_purchase,individual,40000,36,7.96,1252.72,A,A5,Mar-2018,Current,whole,Cash,37018.15,3740.47,2981.85,758.62,0.0
1061,1062,,,CA,RENT,13164.0,Verified,4.56,,,,0,,2000,1,6,5,17600,157,0,0,,0,0,0,4,10.0,5,0.0,0,2,14200,6,5,2,0,100.0,0,0,debt_consolidation,individual,6500,36,7.97,203.6,A,A5,Jan-2018,Current,whole,Cash,5687.13,1015.12,812.87,202.25,0.0
1063,1064,administrator,10.0,MN,OWN,120000.0,Source Verified,19.93,,,,0,,1999,0,11,6,326039,62977,0,0,,0,0,1,0,,6,0.0,0,3,46600,8,4,4,2,100.0,0,0,debt_consolidation,individual,40000,36,7.96,1252.72,A,A5,Mar-2018,Current,whole,Cash,37018.15,3740.47,2981.85,758.62,0.0
1070,1071,client advisor,10.0,IL,MORTGAGE,150000.0,Not Verified,16.54,,,,0,43.0,2002,1,19,10,499711,89584,0,0,58.0,0,0,5,7,12.0,10,0.0,0,3,22500,6,3,3,3,57.9,0,0,credit_card,individual,13000,36,9.92,418.99,B,B2,Mar-2018,Current,fractional,Cash,12374.37,880.98,625.63,255.35,0.0
1073,1074,registration coordinator,10.0,NY,RENT,40390.0,Source Verified,14.98,,,,0,,2004,0,30,15,41242,14817,0,0,,0,609,1,7,16.0,15,0.0,0,4,19400,24,13,9,0,100.0,0,0,debt_consolidation,individual,9600,36,10.41,311.62,B,B3,Feb-2018,Current,whole,Cash,8674.69,1240.93,925.31,315.62,0.0
1082,1083,network security engineer,5.0,CA,RENT,103000.0,Not Verified,12.87,,,,0,,2012,1,15,8,82600,29984,0,0,,0,0,2,4,12.0,8,0.0,0,3,52600,13,6,3,0,100.0,0,0,other,individual,10000,36,6.72,307.5,A,A3,Feb-2018,Current,whole,Cash,8985.52,1222.53,1014.48,208.05,0.0
1086,1087,counselor,3.0,CA,OWN,35000.0,Source Verified,14.81,,,,0,44.0,1999,5,8,4,28395,20919,0,0,,0,219,1,2,0.0,4,0.0,0,2,3000,5,3,3,0,87.5,0,0,debt_consolidation,individual,8000,36,10.91,261.57,B,B4,Feb-2018,Current,whole,Cash,7234.29,1034.16,765.71,268.45,0.0
1088,1089,colonel ,10.0,TX,MORTGAGE,156000.0,Source Verified,18.05,,,,0,80.0,1999,4,31,10,891849,78106,0,0,,0,0,3,3,3.0,10,0.0,0,3,79000,18,5,3,4,96.7,0,0,home_improvement,individual,36000,36,5.32,1084.14,A,A1,Jan-2018,Current,whole,Cash,30322.17,6436.66,5677.83,758.83,0.0
1089,1090,trainer,2.0,SC,MORTGAGE,147000.0,Source Verified,18.34,,,,0,25.0,1996,2,57,20,550971,98456,0,0,40.0,0,0,2,8,10.0,20,0.0,0,5,22800,38,17,10,3,64.9,0,0,credit_card,individual,14000,36,10.41,454.45,B,B3,Feb-2018,Current,whole,Cash,12650.57,1809.7,1349.43,460.27,0.0
1091,1092,commercial loan underwriter ,10.0,CA,OWN,150000.0,Not Verified,10.68,,,,0,,2002,3,16,10,579000,31013,0,0,,0,0,1,1,7.0,10,0.0,0,7,37100,12,8,7,2,100.0,0,0,credit_card,individual,2800,36,9.44,89.62,B,B1,Jan-2018,Current,whole,Cash,2456.67,445.16,343.33,101.83,0.0
1096,1097,book keeper,10.0,NY,RENT,95000.0,Not Verified,19.63,,,,0,47.0,1995,1,20,7,101680,84155,0,0,47.0,0,0,2,2,10.0,7,0.0,0,3,47700,10,5,4,3,85.0,0,0,debt_consolidation,individual,40000,36,9.43,1280.01,B,B1,Mar-2018,Current,whole,Cash,38061.06,2518.11,1938.94,579.17,0.0
1097,1098,claims supervisor,9.0,KS,RENT,59000.0,Source Verified,10.2,,,,0,52.0,2004,0,11,6,21221,3103,0,0,128.0,0,876,4,0,,6,0.0,0,0,0,3,2,1,0,72.7,0,0,other,individual,5000,36,9.93,161.18,B,B2,Feb-2018,Current,whole,Cash,4514.8,641.96,485.2,156.76,0.0
1099,1100,server,1.0,NY,RENT,70000.0,Source Verified,2.26,,,,0,,2014,0,8,5,22700,5229,0,0,,0,0,0,6,16.0,5,0.0,0,3,22700,5,5,3,0,100.0,0,0,credit_card,individual,10000,36,6.72,307.5,A,A3,Jan-2018,Current,whole,Cash,8728.34,1533.77,1271.66,262.11,0.0
1103,1104,financial advisor,0.0,VA,RENT,64000.0,Source Verified,13.22,,,,0,,2008,1,25,13,92600,41045,0,0,,0,0,2,8,12.0,13,0.0,0,4,42200,13,11,4,0,100.0,0,0,other,individual,20800,36,10.41,675.17,B,B3,Mar-2018,Current,whole,Cash,19302.9,2013.48,1497.1,516.38,0.0
1104,1105,technician,10.0,MA,RENT,90000.0,Not Verified,7.96,,,,0,,1996,0,15,7,66400,22984,0,0,,0,540,3,0,,7,0.0,0,3,50500,5,4,4,0,100.0,0,0,debt_consolidation,individual,24000,36,6.71,737.88,A,A3,Mar-2018,Current,whole,Cash,22178.81,2204.69,1821.19,383.5,0.0
1106,1107,cto,8.0,MD,MORTGAGE,200000.0,Not Verified,16.26,,,,0,25.0,1998,2,27,15,756509,160421,0,0,,0,0,4,6,2.0,15,0.0,0,2,67000,12,9,4,3,92.6,0,0,major_purchase,individual,9500,36,6.07,289.31,A,A2,Mar-2018,Current,whole,Cash,8772.57,861.52,727.43,134.09,0.0
1108,1109,manager,4.0,CA,RENT,65000.0,Not Verified,12.98,,,,0,,2008,0,7,6,70407,22803,0,0,,0,0,2,1,,6,0.0,0,1,34700,4,4,1,0,100.0,0,0,credit_card,individual,5075,36,5.32,152.84,A,A1,Jan-2018,Current,whole,Cash,4417.49,761.2,657.51,103.69,0.0
1114,1115,system engineer,0.0,CA,RENT,130000.0,Source Verified,0.09,,,,0,,2004,0,4,2,3100,10,0,0,,0,0,0,1,,2,0.0,0,1,3100,3,2,1,0,100.0,0,0,other,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Fully Paid,whole,Cash,0.0,10073.909263001,10000.0,73.91,0.0
1117,1118,medical deliver driver,5.0,WI,MORTGAGE,40000.0,Verified,2.97,,,,0,,1999,2,10,3,156490,3908,0,0,,0,148,0,1,0.0,3,0.0,0,2,8500,5,2,2,3,100.0,0,0,other,individual,6000,36,10.42,194.79,B,B3,Jan-2018,Fully Paid,whole,Cash,0.0,6091.0141459735,6000.0,91.01,0.0
1118,1119,load builder,10.0,MO,MORTGAGE,27511.0,Verified,0.0,39511.0,Verified,10.08,0,,2009,0,12,5,88500,0,0,0,,0,0,0,2,16.0,5,0.0,0,0,17000,8,4,0,2,100.0,0,0,debt_consolidation,joint,15000,36,6.71,461.18,A,A3,Mar-2018,Current,whole,Cash,13861.74,1377.95,1138.26,239.69,0.0
1119,1120,it consultant,4.0,MA,MORTGAGE,70000.0,Not Verified,17.28,,,,0,,1988,0,34,17,240724,40285,0,0,,0,0,3,4,18.0,17,0.0,0,4,19600,21,13,8,2,100.0,0,0,debt_consolidation,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Current,whole,Cash,8739.0,1547.82,1261.0,286.82,0.0
1133,1134,,,SC,MORTGAGE,118000.0,Verified,16.08,,,,0,51.0,1977,2,33,18,241477,50209,0,0,,0,0,0,7,11.0,18,0.0,0,4,45000,25,16,11,3,97.0,0,0,credit_card,individual,40000,60,11.98,889.38,B,B5,Feb-2018,Current,whole,Cash,38010.26,3530.9,1989.74,1541.16,0.0
1134,1135,vp & chief compliance officer,9.0,MA,MORTGAGE,232000.0,Source Verified,12.91,,,,0,25.0,1996,0,27,12,628042,109518,0,0,,0,0,6,1,17.0,12,0.0,0,3,64000,6,5,3,4,96.3,0,0,other,individual,16450,60,10.42,352.93,B,B3,Feb-2018,Current,whole,Cash,15599.25,1392.67,850.75,541.92,0.0
1135,1136,work houseman,10.0,CA,MORTGAGE,30000.0,Verified,8.36,,,,0,,2006,1,8,5,159300,4796,0,1,,0,0,0,2,8.0,5,0.0,0,3,11300,5,4,3,2,100.0,0,1,credit_card,individual,6500,36,9.43,208.01,B,B1,Mar-2018,Current,whole,Cash,6025.5,617.22,474.5,142.72,0.0
1138,1139,captain,1.0,CA,RENT,82000.0,Not Verified,10.13,,,,0,58.0,2007,4,16,5,53140,36282,0,1,63.0,0,558,1,2,5.0,5,0.0,0,3,21600,13,4,3,0,53.3,0,1,credit_card,individual,7800,36,5.32,234.9,A,A1,Jan-2018,Current,fractional,DirectPay,6789.48,1172.19,1010.52,161.67,0.0
1139,1140,sr network engineer,10.0,CA,MORTGAGE,78000.0,Not Verified,4.48,,,,0,65.0,1996,1,14,6,480400,7938,0,0,,0,0,1,3,4.0,6,0.0,0,3,20900,9,4,4,3,85.7,0,0,credit_card,individual,6000,36,6.08,182.75,A,A2,Feb-2018,Current,whole,Cash,5385.95,726.95,614.05,112.9,0.0
1148,1149,cfm specialist,4.0,VA,RENT,86000.0,Not Verified,12.38,,,,0,,2007,0,9,8,52000,34773,0,0,,0,0,5,1,14.0,8,0.0,0,3,29500,3,3,3,0,100.0,0,0,credit_card,individual,3600,36,7.97,112.77,A,A5,Jan-2018,Current,whole,Cash,3149.76,560.66,450.24,110.42,0.0
1155,1156,senior systems analyst,6.0,WA,RENT,115000.0,Not Verified,9.71,,,,0,36.0,2012,1,19,13,96265,37068,0,0,,0,0,2,4,0.0,13,0.0,0,5,51600,15,11,5,0,94.7,0,0,debt_consolidation,individual,7200,36,10.9,235.38,B,B4,Mar-2018,Current,whole,Cash,6685.41,701.78,514.59,187.19,0.0
1160,1161,registered nurse,10.0,KY,OWN,62000.0,Not Verified,13.16,,,,0,59.0,1997,1,28,11,55702,20410,0,0,67.0,0,3674,2,8,9.0,11,0.0,0,2,29000,18,9,5,1,85.7,0,0,debt_consolidation,individual,6000,36,9.92,193.38,B,B2,Mar-2018,Current,whole,Cash,5565.08,576.83,434.92,141.91,0.0
1162,1163,clinical nurse supervisor ,10.0,SC,OWN,70000.0,Source Verified,10.5,,,,0,,2006,0,5,5,44300,21893,0,0,,0,0,0,3,,5,0.0,0,4,34300,5,5,5,0,100.0,0,0,debt_consolidation,individual,20000,36,6.08,609.17,A,A2,Feb-2018,Current,whole,DirectPay,17953.16,2429.92,2046.84,383.08,0.0
1165,1166,staffing manager,0.0,TX,RENT,164000.0,Not Verified,8.62,,,,0,,1987,1,20,9,137313,38522,0,0,,0,0,2,2,11.0,9,0.0,0,2,89000,10,6,2,3,100.0,0,0,credit_card,individual,20000,36,5.31,602.21,A,A1,Feb-2018,Current,whole,Cash,18452.04,1800.73,1547.96,252.77,0.0
1170,1171,sales manager ,2.0,FL,MORTGAGE,101000.0,Source Verified,15.48,,,,0,,1999,2,14,9,135747,77990,0,2,,0,0,2,3,8.0,9,0.0,0,4,80100,8,7,4,1,100.0,1,1,credit_card,individual,40000,36,9.44,1280.2,B,B1,Jan-2018,Current,whole,Cash,35095.78,6359.04,4904.22,1454.82,0.0
1172,1173,purchasing agent i,0.0,MO,RENT,55000.0,Not Verified,16.78,,,,0,55.0,2004,4,51,24,89714,28759,0,3,55.0,0,0,1,11,0.0,23,0.0,0,6,45600,42,23,10,1,97.5,2,1,credit_card,individual,10000,36,6.07,304.54,A,A2,Feb-2018,Current,fractional,DirectPay,9234.27,928.8,765.73,163.07,0.0
1177,1178,parts sales,10.0,CA,MORTGAGE,63000.0,Verified,17.54,,,,0,,2004,2,12,6,43416,23143,0,1,81.0,0,0,1,1,6.0,6,,0,3,15500,7,5,4,3,83.0,0,1,debt_consolidation,individual,21500,60,11.99,478.15,B,B5,Jan-2018,In Grace Period,whole,Cash,20430.79,1883.96,1069.21,814.75,0.0
1181,1182,technical support specialist,2.0,OH,RENT,31000.0,Source Verified,5.27,85500.0,Not Verified,22.43,0,,2012,0,4,3,16600,7007,0,0,,0,0,1,1,,3,0.0,0,1,6000,2,2,1,0,100.0,0,0,home_improvement,joint,22000,36,9.43,704.01,B,B1,Mar-2018,Current,whole,Cash,20394.07,2088.98,1605.93,483.05,0.0
1183,1184,sr appraiser,10.0,CA,RENT,130000.0,Source Verified,9.55,,,,0,,2004,1,15,9,60654,30322,0,2,,0,300,2,6,5.0,9,0.0,0,2,16800,10,7,3,0,100.0,2,0,debt_consolidation,individual,19000,60,11.98,422.46,B,B5,Feb-2018,Current,whole,Cash,18294.68,1254.73,705.32,549.41,0.0
1184,1185,loan processor,2.0,CA,MORTGAGE,135000.0,Source Verified,14.18,,,,0,,2005,6,48,34,423361,45946,0,0,,0,0,3,20,4.0,33,0.0,0,10,25400,35,29,25,5,100.0,0,0,debt_consolidation,individual,9600,36,10.91,313.89,B,B4,Jan-2018,Current,whole,Cash,8446.16,1563.63,1153.84,409.79,0.0
1187,1188,plan sponsor service consultant,10.0,PA,RENT,50000.0,Not Verified,9.22,,,,0,,1988,0,13,7,29100,16536,0,0,,0,0,0,2,18.0,7,0.0,0,5,23100,11,7,6,0,100.0,0,0,credit_card,individual,9000,36,11.99,298.89,B,B5,Feb-2018,Current,fractional,Cash,8151.53,1189.56,848.47,341.09,0.0
1188,1189,machine operator,8.0,WI,RENT,46000.0,Verified,7.54,,,,0,,2010,1,8,3,23825,8881,0,0,,0,0,1,1,9.0,3,0.0,0,2,7500,5,2,2,0,100.0,0,0,other,individual,16000,60,9.92,339.33,B,B2,Mar-2018,Current,whole,Cash,15584.16,661.02,415.84,245.18,0.0
1189,1190,sales,5.0,TX,OWN,27000.0,Verified,9.47,27000.0,Not Verified,27.69,0,,2012,1,20,13,44600,13764,0,0,,0,0,0,3,11.0,13,0.0,0,4,23400,20,13,6,0,100.0,0,0,other,joint,12850,36,11.98,426.69,B,B5,Mar-2018,Current,whole,Cash,12250.21,844.83,599.79,245.04,0.0
1191,1192,,,AR,RENT,60000.0,Not Verified,16.32,,,,0,,1981,0,29,18,93537,21993,0,0,,0,0,1,3,,18,0.0,0,7,49500,26,17,9,0,100.0,0,0,debt_consolidation,individual,18000,36,6.08,548.25,A,A2,Jan-2018,Current,whole,Cash,15691.48,2735.17,2308.52,426.65,0.0
1192,1193,k9 sgt ,10.0,AR,OWN,44000.0,Not Verified,3.33,,,,0,,2007,5,16,10,19500,3166,0,1,,0,0,0,11,1.0,10,0.0,0,2,16300,16,10,3,0,100.0,0,1,debt_consolidation,individual,10000,36,7.96,313.18,A,A5,Mar-2018,Current,whole,Cash,9254.54,935.12,745.46,189.66,0.0
1194,1195,social worker,0.0,AZ,RENT,52000.0,Source Verified,12.65,,,,0,,2005,1,14,13,49260,28122,0,0,,0,1118,1,4,4.0,13,0.0,0,4,18400,12,12,5,0,100.0,0,0,debt_consolidation,individual,8250,36,6.71,253.65,A,A3,Mar-2018,Current,whole,DirectPay,7623.96,754.8,626.04,128.76,0.0
1198,1199,premise technician,5.0,IN,MORTGAGE,50000.0,Source Verified,14.33,,,,0,,2005,0,9,4,142869,13298,0,0,,0,0,1,0,,4,0.0,0,1,14500,4,2,1,1,100.0,0,0,credit_card,individual,15000,36,7.34,465.5,A,A4,Mar-2018,Current,whole,Cash,13871.88,1390.38,1128.12,262.26,0.0
1201,1202,senior executive chef,7.0,AZ,MORTGAGE,98000.0,Source Verified,10.71,98000.0,Not Verified,19.46,0,,2005,5,29,5,94449,42682,0,0,,0,0,2,3,2.0,5,0.0,0,2,30000,12,3,2,7,100.0,0,0,debt_consolidation,joint,28500,60,9.44,597.72,B,B1,Jan-2018,Current,whole,Cash,26602.78,2973.65,1897.22,1076.43,0.0
1202,1203,vp tech support andtraining,10.0,CA,MORTGAGE,110000.0,Not Verified,17.35,,,,0,79.0,2004,0,14,8,520668,53146,0,0,,0,0,3,5,17.0,8,0.0,0,1,22000,5,4,2,5,92.9,0,0,debt_consolidation,individual,17000,36,6.08,517.79,A,A2,Jan-2018,Current,whole,Cash,14819.73,2617.67,2180.27,437.4,0.0
1208,1209,driver,1.0,MA,RENT,25000.0,Source Verified,15.56,,,,0,,2014,0,4,2,19910,15502,0,0,,0,0,1,3,15.0,2,0.0,0,1,6000,3,1,1,0,100.0,0,0,credit_card,individual,3900,36,5.32,117.45,A,A1,Feb-2018,Current,whole,DirectPay,3496.69,467.49,403.31,64.18,0.0
1209,1210,parts manager,10.0,KS,MORTGAGE,90000.0,Source Verified,15.71,,,,0,30.0,2004,2,15,14,184929,31335,0,0,32.0,0,0,2,9,2.0,14,0.0,0,8,22700,12,11,10,1,86.7,0,0,home_improvement,individual,11000,36,10.91,359.66,B,B4,Jan-2018,Current,whole,Cash,9677.91,1754.97,1322.09,432.88,0.0
1211,1212,manager,5.0,TN,OWN,70000.0,Source Verified,8.86,195000.0,Source Verified,6.55,0,,2006,1,12,4,48837,22224,0,0,,0,0,1,0,0.0,4,0.0,0,1,19000,8,3,1,0,100.0,0,0,small_business,joint,40000,60,10.42,858.18,B,B3,Jan-2018,Current,whole,Cash,37401.02,4244.59,2598.98,1645.61,0.0
1212,1213,first level officer,9.0,MI,MORTGAGE,61000.0,Source Verified,11.82,,,,0,37.0,2003,3,21,5,123140,38968,0,0,,0,0,2,5,3.0,5,0.0,0,2,5800,7,2,2,2,90.5,0,0,credit_card,individual,2500,36,9.43,80.01,B,B1,Mar-2018,Current,whole,DirectPay,2378.8,158.71,121.2,37.51,0.0
1213,1214,regional rep,6.0,ND,MORTGAGE,63000.0,Source Verified,9.31,,,,0,,2002,2,54,17,214719,65744,0,0,,0,0,5,4,8.0,17,0.0,0,1,26100,22,10,2,3,100.0,0,0,debt_consolidation,individual,14400,60,9.43,301.94,B,B1,Mar-2018,Current,whole,Cash,13829.2,868.1,570.8,297.3,0.0
1216,1217,chief unified network communications brn,10.0,TX,MORTGAGE,109000.0,Not Verified,14.76,,,,0,57.0,1989,5,59,24,230050,24610,0,0,57.0,0,872,1,11,7.0,24,0.0,0,6,7500,49,22,14,3,72.9,0,0,house,individual,5000,36,10.42,162.33,B,B3,Jan-2018,Current,fractional,Cash,4395.02,808.76,604.98,203.78,0.0
1221,1222,director of operations,2.0,IL,MORTGAGE,91000.0,Source Verified,19.57,,,,0,,2006,1,27,8,392003,46564,0,0,,0,0,3,6,1.0,8,0.0,0,3,24100,15,4,4,2,100.0,0,0,credit_card,individual,32000,60,11.98,711.5,B,B5,Mar-2018,Current,whole,Cash,30812.11,2059.96,1187.89,872.07,0.0
1222,1223,police officer,10.0,CA,MORTGAGE,209000.0,Source Verified,19.76,,,,0,52.0,1999,2,39,18,803161,137382,0,0,,0,0,4,7,8.0,18,0.0,0,6,45200,19,12,10,6,94.9,0,0,debt_consolidation,individual,24000,60,11.99,533.75,B,B5,Feb-2018,Fully Paid,whole,Cash,0.0,24763.8396579561,24000.0,763.84,0.0
1224,1225,owner,2.0,NY,RENT,105000.0,Not Verified,11.61,,,,0,,2003,1,23,13,66599,35337,0,1,,0,0,2,4,10.0,13,0.0,0,3,9900,17,11,6,0,100.0,0,1,car,individual,4200,36,6.71,129.13,A,A3,Mar-2018,Current,whole,Cash,3881.29,384.26,318.71,65.55,0.0
1226,1227,stna ,8.0,OH,OWN,40800.0,Verified,19.41,,,,0,,2007,8,16,5,44986,34936,0,0,,0,0,2,3,2.0,5,0.0,0,1,3500,6,3,1,0,100.0,0,0,major_purchase,individual,15000,60,10.9,325.39,B,B4,Mar-2018,Current,whole,Cash,14427.41,967.09,572.59,394.5,0.0
1232,1233,deli manager,4.0,NJ,RENT,75000.0,Verified,16.06,,,,0,69.0,2001,2,32,10,46334,34302,0,1,73.0,0,0,4,6,3.0,10,0.0,0,1,2500,20,6,5,0,77.8,0,1,moving,individual,3200,36,11.98,106.26,B,B5,Feb-2018,Current,whole,Cash,2974.83,316.65,225.17,91.48,0.0
1234,1235,sales department supervisor ,2.0,DC,RENT,40000.0,Not Verified,6.15,,,,0,,1981,2,19,8,31600,4973,0,0,,0,0,1,6,7.0,8,0.0,0,3,24200,18,7,5,0,100.0,0,0,debt_consolidation,individual,8500,36,11.98,282.25,B,B5,Mar-2018,Current,whole,Cash,8103.25,558.84,396.75,162.09,0.0
1237,1238,nurse practitioner ,2.0,OH,MORTGAGE,98000.0,Not Verified,11.34,,,,0,,2001,5,26,7,63115,48684,0,1,,0,0,2,3,2.0,7,0.0,0,2,10500,10,5,4,0,100.0,0,1,credit_card,individual,10000,36,5.32,301.15,A,A1,Feb-2018,Current,whole,DirectPay,8965.88,1201.64,1034.12,167.52,0.0
1238,1239,field supervisor,4.0,CA,RENT,55000.0,Not Verified,19.42,,,,0,57.0,2003,1,35,14,62148,33917,0,1,,0,0,2,10,5.0,12,0.0,0,3,11800,26,12,8,0,97.1,0,1,credit_card,individual,4000,36,11.98,132.82,B,B5,Feb-2018,Current,whole,Cash,3623.07,528.62,376.93,151.69,0.0
1250,1251,msw social worker,3.0,CA,RENT,58000.0,Source Verified,6.31,,,,0,,1996,0,11,10,76600,7326,0,0,,0,0,2,1,18.0,10,0.0,0,7,56100,8,8,7,0,100.0,0,0,debt_consolidation,individual,20000,60,7.34,399.25,A,A4,Mar-2018,Current,fractional,Cash,19164.16,1189.59,835.84,353.75,0.0
1252,1253,maintenance ,10.0,TX,MORTGAGE,35000.0,Verified,8.95,90000.0,Source Verified,24.61,0,26.0,1979,0,34,12,212600,8766,0,0,,0,0,1,3,13.0,12,0.0,0,1,22900,24,10,3,2,97.1,0,0,debt_consolidation,joint,30000,60,11.99,667.19,B,B5,Jan-2018,Current,whole,Cash,28125.72,3315.97,1874.28,1441.69,0.0
1253,1254,,,NC,RENT,24000.0,Source Verified,5.5,,,,0,35.0,2002,1,12,7,7800,1935,0,0,51.0,0,0,1,2,8.0,7,0.0,0,3,2100,9,6,3,1,75.0,0,0,debt_consolidation,individual,3600,36,7.97,112.77,A,A5,Jan-2018,Current,whole,Cash,3149.76,562.26,450.24,112.02,0.0
1257,1258,loss recovery specialist ,7.0,CA,RENT,103000.0,Source Verified,6.58,,,,0,71.0,1987,3,37,8,124900,27381,0,0,,0,0,0,5,3.0,8,0.0,0,3,64700,26,8,5,0,97.2,0,0,other,individual,30000,36,7.35,931.13,A,A4,Feb-2018,Fully Paid,whole,Cash,0.0,30647.1253977201,30000.0,647.13,0.0
1259,1260,purchasing assistance,4.0,FL,MORTGAGE,43000.0,Not Verified,16.33,,,,0,74.0,2002,4,28,11,48536,24868,0,1,,0,0,2,9,4.0,11,0.0,0,3,22100,21,9,4,0,95.7,0,1,debt_consolidation,individual,5000,36,10.9,163.46,B,B4,Mar-2018,Current,whole,Cash,4642.64,487.35,357.36,129.99,0.0
1264,1265,de/sar underwriter,4.0,WA,MORTGAGE,150000.0,Not Verified,12.78,,,,0,,2004,2,27,11,417526,99141,0,0,,0,0,3,10,5.0,11,0.0,0,2,32000,13,7,5,4,100.0,0,0,debt_consolidation,individual,8000,36,9.43,256.01,B,B1,Mar-2018,Fully Paid,whole,Cash,0.0,8039.8166666676,8000.0,39.82,0.0
1265,1266,sales,7.0,UT,RENT,33000.0,Not Verified,4.98,,,,0,,2004,0,19,8,51511,4663,0,0,,0,0,1,2,17.0,8,0.0,0,1,41500,17,7,1,0,100.0,0,0,home_improvement,individual,10000,36,6.07,304.54,A,A2,Feb-2018,Current,whole,Cash,8778.48,1360.25,1221.52,138.73,0.0
1267,1268,manager,10.0,SC,MORTGAGE,113000.0,Not Verified,14.76,,,,0,,2012,0,16,13,882897,40417,0,0,,0,0,1,3,,13,0.0,0,6,68800,12,10,7,2,100.0,0,0,debt_consolidation,individual,25000,36,6.08,761.46,A,A2,Jan-2018,Current,whole,Cash,21793.71,3798.86,3206.29,592.57,0.0
1268,1269,of counsel,10.0,CA,MORTGAGE,315000.0,Source Verified,4.41,,,,0,40.0,2003,3,21,7,726766,34794,0,0,40.0,0,0,1,6,6.0,7,0.0,0,1,21000,11,5,4,9,95.0,0,0,home_improvement,individual,40000,36,10.9,1307.66,B,B4,Mar-2018,Current,whole,Cash,37141.21,3789.76,2858.79,930.97,0.0
1271,1272,contractor,0.0,CT,RENT,30000.0,Not Verified,18.84,,,,0,,2013,0,4,2,18572,12111,0,0,,0,0,1,1,14.0,2,0.0,0,1,7000,2,1,1,0,100.0,0,0,credit_card,individual,5000,36,7.35,155.19,A,A4,Feb-2018,Current,whole,DirectPay,4624.01,463.53,375.99,87.54,0.0
1272,1273,investment lead,2.0,DE,RENT,93000.0,Source Verified,0.32,,,,0,,2012,1,5,3,53626,17792,0,0,,0,0,1,3,4.0,3,0.0,0,1,27000,3,1,1,0,100.0,0,0,other,individual,40000,36,6.72,1229.97,A,A3,Jan-2018,Current,fractional,Cash,34913.5,6134.92,5086.5,1048.42,0.0
1278,1279,management analyst,10.0,VA,MORTGAGE,95000.0,Source Verified,8.93,,,,0,,2005,0,5,4,37523,24561,0,0,,0,0,2,1,,4,0.0,0,2,7500,2,2,2,0,100.0,0,0,other,individual,6700,36,10.91,219.07,B,B4,Jan-2018,Current,whole,Cash,6058.7,872.22,641.3,230.92,0.0
1285,1286,supervisor,8.0,TX,RENT,47500.0,Not Verified,6.9,,,,0,,2012,1,11,8,9500,6204,0,0,,0,0,0,1,2.0,8,0.0,0,3,5200,10,8,6,0,100.0,0,0,debt_consolidation,individual,4350,36,11.98,144.45,B,B5,Mar-2018,Current,fractional,Cash,4043.9,427.56,306.1,121.46,0.0
1287,1288,physician,6.0,MN,RENT,230000.0,Source Verified,15.16,,,,0,79.0,1999,2,31,17,239700,147821,0,0,79.0,0,0,7,9,5.0,17,0.0,0,3,73800,14,9,4,0,96.4,0,0,major_purchase,individual,6000,36,7.35,186.23,A,A4,Jan-2018,Current,whole,Cash,2229.0,3856.24,3771.0,85.24,0.0
1288,1289,retail associat,4.0,MD,RENT,25000.0,Source Verified,10.75,85000.0,Not Verified,13.98,0,,2007,0,13,7,37600,10060,0,0,,0,0,0,2,19.0,7,0.0,0,3,23100,12,7,4,0,100.0,0,0,major_purchase,joint,10000,36,9.44,320.05,B,B1,Feb-2018,Current,whole,Cash,9023.01,1274.96,976.99,297.97,0.0
1289,1290,ct scan technologist,9.0,PA,RENT,70000.0,Not Verified,16.6,,,,0,38.0,1997,0,21,10,98988,37203,0,0,38.0,0,0,3,4,14.0,10,0.0,0,6,67600,10,7,6,3,85.7,0,0,debt_consolidation,individual,30000,60,9.92,636.24,B,B2,Feb-2018,Current,whole,Cash,28825.63,1892.19,1174.37,717.82,0.0
1291,1292,project manager ,2.0,AZ,MORTGAGE,100000.0,Source Verified,10.16,,,,0,28.0,1995,3,19,10,273185,44344,0,0,,0,500,1,4,5.0,10,0.0,0,2,13800,12,7,2,2,88.9,0,0,major_purchase,individual,19000,36,10.42,616.83,B,B3,Jan-2018,Current,whole,Cash,16701.19,3073.15,2298.81,774.34,0.0
